Provincia,Codice,Tipologia,Denominazione,Indirizzo,Civico,Localita,Cod. comune,Comune,CAP,Distr.,Telefono,Caratteristica scuola,Sede direttivo,Codice sede riferimento,Codice sede di direttivo,Denominazione sede direttivo,Indirizzo sede di direttivo,Cod. comune sede dir.,Comune sede di direttivo,CAP sede dir.,Distr. sede dir.,Classificazione Autonomia,Organico Autonomia,Organico Sede,Num. Sedi Autonomia,Macrotipologia Autonomia,Tipologia Autonomia,Tipologia Sede,S-Comune montano,Telefono Sede Autonomia,Fax Sede Autonomia,Fax Sede Autonomia_1,Indirizzo E-Mail Autonomia,Indirizzo E-Mail sede corsi,Indirizzo PEC Autonomia,Indirizzo PEC sede corsi,Codice_ISTAT_comune_SEDE,coorY,coorX,location
MI,MIAA8EB011,Scuola dell'Infanzia,Infanzia - Arcobaleno,Via Varzi,13,,A389,ARESE,20020,067,,Ordinaria,SI,MIIC8EB004,MIIC8EB004,Europa Unita,"Via Varzi, 13",A389,ARESE,20020,067,Statale,1021,174,4,Primo ciclo,Istituto Comprensivo,,Non montano,0293583110,029385608,,miic8eb004@istruzione.it,,,miaa23301a@pec.istruzione.it,15009,45.55517542,9.06402569,"(45.55517542, 9.06402569)"
MI,MIEE8E3012,Istituto Istruzione Primario,Primaria - G. Ungaretti,Via Bologna,14,,F119,MELZO,20066,058,,Ordinaria,SI,MIIC8E300X,MIIC8E300X,Ungaretti,"Via Bologna, 14",F119,MELZO,20066,058,Statale,1101,370,4,Primo ciclo,Istituto Comprensivo,,Non montano,0295737310,029551300,029551300,miee130017@istruzione.it,miee130006@istruzione.it,miee130017@pec.istruzione.it,miee130006@pec.istruzione.it,15142,45.49503549,9.42749342,"(45.49503549, 9.42749342)"
MI,MIAA8EG014,Scuola dell'Infanzia,Infanzia - via Dei Mille,Via dei Mille,,,B240,BUCCINASCO,20090,073,,Ordinaria,NO,MIIC8EG007,MIIC8EG007,"IC di Buccinasco, Via Giovanni XXIII","Via Liguria, 2",B240,BUCCINASCO,20090,073,Statale,1373,188,4,Primo ciclo,Istituto Comprensivo,,Non montano,0248842362,0245703214,,miic8eg007@istruzione.it,,miic8eg007@pec.istruzione.it,miaa35301c@pec.istruzione.it,15036,45.42330195,9.11224645,"(45.42330195, 9.11224645)"
MI,MIAA8E501C,Scuola dell'Infanzia,Infanzia - via Don Milani,Via Don Milani,,,C523,CERNUSCO SUL NAVIGLIO,20063,058,,Ordinaria,NO,MIIC8E500G,MIIC8E500G,"IC di Cernusco Sul Naviglio, Via Don Milani","Via Don Milani, 4",C523,CERNUSCO SUL NAVIGLIO,20063,058,Statale,1699,249,5,Primo ciclo,Istituto Comprensivo,,Non montano,029240230,029249545,,segreteria@smscernusco.it,,,miee23700t@pec.istruzione.it,15070,45.51715145,9.32494414,"(45.51715145, 9.32494414)"
MI,MIMM8EF01C,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Laura Conti,Via Tiziano,9,,B240,BUCCINASCO,20090,073,,Ordinaria,NO,MIIC8EF00B,MIIC8EF00B,"IC di Buccinasco, Via Aldo Moro","Via Aldo Moro, 14",B240,BUCCINASCO,20090,073,Statale,1385,495,5,Primo ciclo,Istituto Comprensivo,,Non montano,0245712964,0245703332,0248842191,segr.buccinasco@libero.it,conti1@libero.it,miee384008@pec.istruzione.it,miic8ef00b@pec.istruzione.it,15036,45.42830209,9.11909106,"(45.42830209, 9.11909106)"
MI,MIAA8E901Q,Scuola dell'Infanzia,Infanzia - V.Le Giovanni XXIII,Viale Papa Giovanni,,,A010,ABBIATEGRASSO,20081,072,,Ordinaria,NO,MIIC8E900V,MIIC8E900V,"IC di Abbiategrasso, Via Palestro","Via Palestro, 41",A010,ABBIATEGRASSO,20081,072,Statale,1300,271,3,Primo ciclo,Istituto Comprensivo,,Non montano,0294967595,0294969946,,smscarduccicorrenti@tiscali.it,,mimm660009@pec.istruzione.it,miee101006@pec.istruzione.it,15002,45.39823035,8.91387524,"(45.39823035, 8.91387524)"
MI,MIMM8E901X,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - G.Carducci,Via Palestro,41,,A010,ABBIATEGRASSO,20081,072,,Ordinaria,SI,MIIC8E900V,MIIC8E900V,"IC di Abbiategrasso, Via Palestro","Via Palestro, 41",A010,ABBIATEGRASSO,20081,072,Statale,1300,407,3,Primo ciclo,Istituto Comprensivo,,Non montano,0294967595,0294969946,0294969946,smscarduccicorrenti@tiscali.it,smscarduccicorrenti@tiscali.it,mimm660009@pec.istruzione.it,mimm660009@pec.istruzione.it,15002,45.39382198,8.914666,"(45.39382198, 8.914666)"
MI,MIAA8E7025,Scuola dell'Infanzia,Infanzia - P.Zza Negri,Piazza Negri,,,C033,CASSINETTA DI LUGAGNANO,20081,072,,Ordinaria,NO,MIIC8E7007,MIIC8E7007,"IC di Abbiategrasso, Via Legnano","Via Legnano , 92",A010,ABBIATEGRASSO,20081,072,Statale,994,78,5,Primo ciclo,Istituto Comprensivo,,Non montano,029420936,029420186,,mimm660009-01@istruzione.it,,mimm660009-01@pec.istruzione.it,miee349001@pec.istruzione.it,15061,45.4258943,8.90985351,"(45.4258943, 8.90985351)"
MI,MIMM8DW01T-01,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - F. D'Assisi succursale,Via Dalmazia,4,MILANO,F205,MILANO,20138,084,0288447156,Succursale,NO,MIIC8DW00R,MIIC8DW00R,"IC di Milano, Via De Andreis","Via De Andreis, 10",F205,MILANO,20137,084,Statale,1280,0,5,Primo ciclo,Istituto Comprensivo,,Non montano,0288447156,0288447157,02 88447207,miic8dw00r@istruzione.it,francescodassisi@tin.it,miic8dw00r@pec.istruzione.it,miic8ak002@pec.istruzione.it,15146,45.45780615,9.24304853,"(45.45780615, 9.24304853)"
MI,MIEE8DY02G,Istituto Istruzione Primario,Primaria - via S.Paolino,Via S.Paolino,4A,MILANO,F205,MILANO,20142,089,0288447266,Ordinaria,NO,MIIC8DY00C,MIIC8DY00C,Sant Ambrogio,"Via De Nicola, 2",F205,MILANO,20142,089,Statale,750,158,5,Primo ciclo,Istituto Comprensivo,,Non montano,0288446871,0288446877,,miic8dy00c@istruzione.it,,miic8dy00c@pec.istruzione.it,miic8dy00c@pec.istruzione.it,15146,45.43128428,9.16436217,"(45.43128428, 9.16436217)"
MI,MIMM8EG018,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - via Emilia,Via Emilia,,,B240,BUCCINASCO,20090,073,,Ordinaria,NO,MIIC8EG007,MIIC8EG007,"IC di Buccinasco, Via Giovanni XXIII","Via Liguria, 2",B240,BUCCINASCO,20090,073,Statale,1373,385,4,Primo ciclo,Istituto Comprensivo,,Non montano,0248842362,0245703214,,miic8eg007@istruzione.it,,miic8eg007@pec.istruzione.it,miic8eg007@pec.istruzione.it,15036,45.4207932,9.11917004,"(45.4207932, 9.11917004)"
MI,MIAA8GF01D,Scuola dell'Infanzia,Infanzia - Cino Del Duca,Via Campestre,,,B162,BRESSO,20091,065,,Ordinaria,NO,MIIC8GF00L,MIIC8GF00L,IC di Bresso - Via Bologna,"Via Bologna, 34",B162,BRESSO,20091,065,Statale,1214,245,5,Primo ciclo,Istituto Comprensivo,,Non montano,0261455390,0261455399,,dirdidue@tin.it,,,miee201003@pec.istruzione.it,15032,45.5329038,9.18775615,"(45.5329038, 9.18775615)"
MI,MIEE8E3023,Istituto Istruzione Primario,Primaria - De Amicis,Via De Amicis,2,,F119,MELZO,20066,058,,Ordinaria,NO,MIIC8E300X,MIIC8E300X,Ungaretti,"Via Bologna, 14",F119,MELZO,20066,058,Statale,1101,347,4,Primo ciclo,Istituto Comprensivo,,Non montano,0295737310,029551300,,miee130017@istruzione.it,,miee130017@pec.istruzione.it,miee130006@pec.istruzione.it,15142,45.50408769,9.42401539,"(45.50408769, 9.42401539)"
MI,MIAA8EE01C,Scuola dell'Infanzia,Infanzia - Bachelet,Via Verdi,25,,A940,BOLLATE,20021,066,,Ordinaria,NO,MIIC8EE00G,MIIC8EE00G,M. Montessori,"Via Montessori, 10",A940,BOLLATE,20021,066,Statale,1010,152,3,Primo ciclo,Istituto Comprensivo,,Non montano,023502856,0233300186,,miee33600v@istruzione.it,bachelet@bollatesecondocircolo.org,miee33600v@pec.istruzione.it,miaa33602q@pec.istruzione.it,15027,45.54780675,9.1077183,"(45.54780675, 9.1077183)"
MI,MIMM8E601C,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Molino Vecchio,Via Umbria,,,E094,GORGONZOLA,20064,058,,Ordinaria,NO,MIIC8E600B,MIIC8E600B,"IC di Gorgonzola, Via Molino Vecchio","Via Molino Vecchio, 19",E094,GORGONZOLA,20064,058,Statale,802,259,3,Primo ciclo,Istituto Comprensivo,,Non montano,029513125,02/95138843,,ddgorgonzola@tiscali.it,,miee36101l@pec.istruzione.it,mimm8bf01l-01@pec.istruzione.it,15108,45.5313549,9.41320349,"(45.5313549, 9.41320349)"
MI,MIMM8DV012,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - R. Franceschi,Via Cagliero,20,MILANO,F205,MILANO,20125,075,026887081,Ordinaria,SI,MIIC8DV001,MIIC8DV001,Franceschi,"Via Cagliero, 20",F205,MILANO,20125,075,Statale,984,438,2,Primo ciclo,Istituto Comprensivo,,Non montano,0288448706,0269010555,0269010555,miic8dv001@istruzione.it,franceschisegreteria@libero.itÃ ,miic8dv001@pec.istruzione.it,miic8dv001@pec.istruzione.it,15146,45.49620912,9.20175878,"(45.49620912, 9.20175878)"
MI,MIMM8DZ019,Istituto Istruzione Secondario Primo grado,Scuola Secondaria di Primo grado - Via Salerno,Via Salerno,1,MILANO,F205,MILANO,20142,089,0288444696,Ordinaria,SI,MIIC8DZ008,MIIC8DZ008,Ilaria Alpi,"Via Salerno, 1",F205,MILANO,20142,089,Statale,1438,594,4,Primo ciclo,Istituto Comprensivo,,Non montano,0288444696,0288444704,0288444704,miic8dz008@istruzione.it,MIIC8DZ008@istruzione.it,miic8dz008@pec.istruzione.it,miic8dz008@pec.istruzione.it,15146,45.4374625,9.14879765,"(45.4374625, 9.14879765)"
MI,MIAA8E502D,Scuola dell'Infanzia,Infanzia - via Buonarroti,Via Buonarroti,,,C523,CERNUSCO SUL NAVIGLIO,20063,058,,Ordinaria,NO,MIIC8E500G,MIIC8E500G,"IC di Cernusco Sul Naviglio, Via Don Milani","Via Don Milani, 4",C523,CERNUSCO SUL NAVIGLIO,20063,058,Statale,1699,245,5,Primo ciclo,Istituto Comprensivo,,Non montano,029240230,029249545,,segreteria@smscernusco.it,,,miee23700t@pec.istruzione.it,15070,45.52300988,9.32625821,"(45.52300988, 9.32625821)"
MI,MIMM8DR019,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Redaelli,Via Montepopera,12,MILANO,F205,MILANO,20139,087,02510193,Ordinaria,NO,MIIC8DR008,MIIC8DR008,Sottocorno,"Via Monte Piana, 11",F205,MILANO,20138,087,Statale,561,174,2,Primo ciclo,Istituto Comprensivo,,Non montano,0288446556,02510193,,miic8dr008@istruzione.it,,miic8dr008@pec.istruzione.it,miic8dr008@pec.istruzione.it,15146,45.43099869,9.24589223,"(45.43099869, 9.24589223)"
MI,MIEE8EC023,Istituto Istruzione Primario,Primaria - Don Gnocchi,Via dei Gelsi,1,,A389,ARESE,20020,067,,Ordinaria,SI,MIIC8EC00X,MIIC8EC00X,IC di Arese,"Via dei Gelsi, 1",A389,ARESE,20020,067,Statale,1143,222,4,Primo ciclo,Istituto Comprensivo,,Non montano,029382631,029384724,029384724,icaresegelsi@virgilio.it,ddsarese@alice.it,ddsarese@legalmail.it,miee400012@pec.istruzione.it,15009,45.55746606,9.07672819,"(45.55746606, 9.07672819)"
MI,MIMM8DX01N,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado -   Arioli,Via Cipro,2,MILANO,F205,MILANO,20135,084,02710088,Ordinaria,NO,MIIC8DX00L,MIIC8DX00L,CInque Giornate,"Via Mugello, 5",F205,MILANO,20137,084,Statale,780,245,2,Primo ciclo,Istituto Comprensivo,,Non montano,027384935,027491421,,miic8dx00l@istruzione.it,,miic8dx00l@pec.istruzione.it,miic8dx00l@pec.istruzione.it,15146,45.46103222,9.22189388,"(45.46103222, 9.22189388)"
MI,MIMM8DY01D,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - S. Ambrogio,Via De Nicola,40,MILANO,F205,MILANO,20142,089,0288447052,Ordinaria,NO,MIIC8DY00C,MIIC8DY00C,Sant Ambrogio,"Via De Nicola, 2",F205,MILANO,20142,089,Statale,750,188,5,Primo ciclo,Istituto Comprensivo,,Non montano,0288446871,0288446877,,miic8dy00c@istruzione.it,,miic8dy00c@pec.istruzione.it,miic8dy00c@pec.istruzione.it,15146,45.43009178,9.15971416,"(45.43009178, 9.15971416)"
MI,MIEE8DU028,Istituto Istruzione Primario,Primaria - Martinengo,Via Puglie,4,MILANO,F205,MILANO,20139,087,0288446540,Ordinaria,NO,MIIC8DU005,MIIC8DU005,Pezzani,"Via Martinengo, 36",F205,MILANO,20139,087,Statale,1162,315,3,Primo ciclo,Istituto Comprensivo,,Non montano,02 88446822,02 88446823,,miic8du005@istruzione.it,,miic8du005@pec.istruzione.it,miic8du005@pec.istruzione.it,15146,45.44484693,9.2243853,"(45.44484693, 9.2243853)"
MI,MIEE8E9011,Istituto Istruzione Primario,Primaria - U. M. Savoia,Viale Serafino Dell'Uomo,44,,A010,ABBIATEGRASSO,20081,072,,Ordinaria,NO,MIIC8E900V,MIIC8E900V,"IC di Abbiategrasso, Via Palestro","Via Palestro, 41",A010,ABBIATEGRASSO,20081,072,Statale,1300,622,3,Primo ciclo,Istituto Comprensivo,,Non montano,0294967595,0294969946,0294962054,smscarduccicorrenti@tiscali.it,circolodidattico1@tiscalinet.it,mimm660009@pec.istruzione.it,miee101006@pec.istruzione.it,15002,45.39605231,8.914479,"(45.39605231, 8.914479)"
MI,MIEE8E702A,Istituto Istruzione Primario,Primaria - P.Zza Negri,Piazza Negri,,,C033,CASSINETTA DI LUGAGNANO,20081,072,,Ordinaria,NO,MIIC8E7007,MIIC8E7007,"IC di Abbiategrasso, Via Legnano","Via Legnano , 92",A010,ABBIATEGRASSO,20081,072,Statale,994,115,5,Primo ciclo,Istituto Comprensivo,,Non montano,029420936,029420186,,mimm660009-01@istruzione.it,,mimm660009-01@pec.istruzione.it,miee349001@pec.istruzione.it,15061,45.4258943,8.90985351,"(45.4258943, 8.90985351)"
MI,MIEE8E8026,Istituto Istruzione Primario,Primaria - A. Moro,Via Colombo,10,,A010,ABBIATEGRASSO,20081,072,,Ordinaria,SI,MIIC8E8003,MIIC8E8003,"IC di Abbiategrasso, Via Colombo","Via Colombo, 10",A010,ABBIATEGRASSO,20081,072,Statale,1095,496,6,Primo ciclo,Istituto Comprensivo,,Non montano,0294960625,0294960625,0294960625,miee349034@istruzione.it,secondocircolo@iisalessandrini.it,miee349034@pec.istruzione.it,miee349001@pec.istruzione.it,15002,45.39725353,8.92393211,"(45.39725353, 8.92393211)"
MI,MIEE8DW031,Istituto Istruzione Primario,Primaria -  via Decorati,Via Decorati Al Valore Civile,10,,F205,MILANO,20138,,,Ordinaria,NO,MIIC8DW00R,MIIC8DW00R,"IC di Milano, Via De Andreis","Via De Andreis, 10",F205,MILANO,20137,,Statale,1280,209,5,Primo ciclo,Istituto Comprensivo,,Non montano,0288447156,0288447157,02 741336,miic8dw00r@istruzione.it,,miic8dw00r@pec.istruzione.it,miic8ak002@pec.istruzione.it,15146,45.46094655,9.24074483,"(45.46094655, 9.24074483)"
MI,MIMM8EA019,Istituto Istruzione Secondario Primo grado,Secondaria di Primo Grado,Via Parma,56,LEGNANO,E514,LEGNANO,20025,069,0331598750,Ordinaria,NO,MIIC8EA008,MIIC8EA008,IC di Legnano,"Via XX Settembre, 2",E514,LEGNANO,20025,069,Statale,906,230,4,Primo ciclo,Istituto Comprensivo,,Non montano,0331/547307,0331/547307,,miee34400t@istruzione.it,,miic8ea008@pec.istruzione.it,miic8ea008@pec.istruzione.it,15118,45.58446866,8.90105329,"(45.58446866, 8.90105329)"
MI,MIMM8E7018,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado- Correnti,Via Legnano,,,A010,ABBIATEGRASSO,20081,072,,Ordinaria,NO,MIIC8E7007,MIIC8E7007,"IC di Abbiategrasso, Via Legnano","Via Legnano , 92",A010,ABBIATEGRASSO,20081,072,Statale,994,206,5,Primo ciclo,Istituto Comprensivo,,Non montano,029420936,029420186,029420186,mimm660009-01@istruzione.it,,mimm660009-01@pec.istruzione.it,mimm660009-01@pec.istruzione.it,15002,45.40318577,8.91466924,"(45.40318577, 8.91466924)"
MI,MIMM8DQ01D-01,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - N. Tommaseo succursale,Piazz.Le Istria,11,MILANO,F205,MILANO,20159,075,0288448253,Succursale,NO,MIIC8DQ00C,MIIC8DQ00C,IC di Milano - VIa Veglia,"Via Veglia, 80",F205,MILANO,20159,075,Statale,1103,0,3,Primo ciclo,Istituto Comprensivo,,Non montano,,0269015979,,istituto.locatelli@tiscali.it,,,miic8cu00n@pec.istruzione.it,15146,45.50209207,9.19741864,"(45.50209207, 9.19741864)"
MI,MIEE8EE01N,Istituto Istruzione Primario,Primaria - Montessori,Via Montessori,10,,A940,BOLLATE,20021,066,,Ordinaria,SI,MIIC8EE00G,MIIC8EE00G,M. Montessori,"Via Montessori, 10",A940,BOLLATE,20021,066,Statale,1010,545,3,Primo ciclo,Istituto Comprensivo,,Non montano,023502856,0233300186,0233300186,miee33600v@istruzione.it,diddmm@tin.it,miee33600v@pec.istruzione.it,miee336021@pec.istruzione.it,15027,45.5449264,9.12335335,"(45.5449264, 9.12335335)"
MI,MIMM8DW01T,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Ascoli,Via De Andreis,10,MILANO,F205,MILANO,20135,084,0288447156,Ordinaria,SI,MIIC8DW00R,MIIC8DW00R,"IC di Milano, Via De Andreis","Via De Andreis, 10",F205,MILANO,20137,084,Statale,1280,562,5,Primo ciclo,Istituto Comprensivo,,Non montano,0288447156,0288447157,027381483,miic8dw00r@istruzione.it,arioli.pascoli@tin.it,miic8dw00r@pec.istruzione.it,miic8dw00r@pec.istruzione.it,15146,45.46099975,9.23518969,"(45.46099975, 9.23518969)"
MI,MIAA8E301R,Scuola dell'Infanzia,Infanzia - Cervi,Via Fratelli Cervi,,,F119,MELZO,20066,058,,Ordinaria,NO,MIIC8E300X,MIIC8E300X,Ungaretti,"Via Bologna, 14",F119,MELZO,20066,058,Statale,1101,194,4,Primo ciclo,Istituto Comprensivo,,Non montano,0295737310,029551300,,miee130017@istruzione.it,,miee130017@pec.istruzione.it,miee130006@pec.istruzione.it,15142,45.5051268,9.4282825,"(45.5051268, 9.4282825)"
MI,MIEE8E601D,Istituto Istruzione Primario,Primaria - Molino Vecchio,Via Molino Vecchio,19,,E094,GORGONZOLA,20064,058,,Ordinaria,SI,MIIC8E600B,MIIC8E600B,"IC di Gorgonzola, Via Molino Vecchio","Via Molino Vecchio, 19",E094,GORGONZOLA,20064,058,Statale,802,398,3,Primo ciclo,Istituto Comprensivo,,Non montano,029513125,02/95138843,0295138843,ddgorgonzola@tiscali.it,ddgorgonzola@tiscali.it,miee36101l@pec.istruzione.it,miee36100g@pec.istruzione.it,15108,45.53051169,9.41191204,"(45.53051169, 9.41191204)"
MI,MIEE8EF02E,Istituto Istruzione Primario,Primaria - via Degli Alpini,Via Degli Alpini,,,B240,BUCCINASCO,20090,073,,Ordinaria,NO,MIIC8EF00B,MIIC8EF00B,"IC di Buccinasco, Via Aldo Moro","Via Aldo Moro, 14",B240,BUCCINASCO,20090,073,Statale,1385,153,5,Primo ciclo,Istituto Comprensivo,,Non montano,0245712964,0245703332,,segr.buccinasco@libero.it,,miee384008@pec.istruzione.it,miee384019@pec.istruzione.it,15036,45.42733156,9.123484,"(45.42733156, 9.123484)"
MI,MIEE8DV013,Istituto Istruzione Primario,Primaria - Muratori e Menotti,Via E. Muzio,5,MILANO,F205,MILANO,20124,075,0267072206,Ordinaria,NO,MIIC8DV001,MIIC8DV001,Franceschi,"Via Cagliero, 20",F205,MILANO,20125,075,Statale,984,546,2,Primo ciclo,Istituto Comprensivo,,Non montano,0288448706,0269010555,,miic8dv001@istruzione.it,,miic8dv001@pec.istruzione.it,miic8dv001@pec.istruzione.it,15146,45.49095715,9.2001592,"(45.49095715, 9.2001592)"
MI,MIEE8DZ02B,Istituto Istruzione Primario,Primaria - Tre Castelli,Via Balsamo Crivelli,3,MILANO,F205,MILANO,20142,089,02819418,Ordinaria,NO,MIIC8DZ008,MIIC8DZ008,Ilaria Alpi,"Via Salerno, 1",F205,MILANO,20142,089,Statale,1438,281,4,Primo ciclo,Istituto Comprensivo,,Non montano,0288444696,0288444704,,miic8dz008@istruzione.it,,miic8dz008@pec.istruzione.it,miic8dz008@pec.istruzione.it,15146,45.4393144,9.1379594,"(45.4393144, 9.1379594)"
MI,MIEE8EA02B,Istituto Istruzione Primario,Primaria - Toscanini,Via Parma,,-,E514,LEGNANO,20025,069,0331593150,Ordinaria,NO,MIIC8EA008,MIIC8EA008,IC di Legnano,"Via XX Settembre, 2",E514,LEGNANO,20025,069,Statale,906,225,4,Primo ciclo,Istituto Comprensivo,,Non montano,0331/547307,0331/547307,,miee34400t@istruzione.it,,miic8ea008@pec.istruzione.it,miic8ea008@pec.istruzione.it,15118,45.58518537,8.90317618,"(45.58518537, 8.90317618)"
MI,MIEE8EG02A,Istituto Istruzione Primario,Primaria - 1ÃÂ° Maggio,Via Liguria,2,,B240,BUCCINASCO,20090,073,,Ordinaria,SI,MIIC8EG007,MIIC8EG007,"IC di Buccinasco, Via Giovanni XXIII","Via Liguria, 2",B240,BUCCINASCO,20090,073,Statale,1373,448,4,Primo ciclo,Istituto Comprensivo,,Non montano,0248842362,0245703214,0245703214,miic8eg007@istruzione.it,miee257003@istruzione.it,miic8eg007@pec.istruzione.it,miee35302p@pec.istruzione.it,15036,45.42075631,9.10824527,"(45.42075631, 9.10824527)"
MI,MIEE8DU017,Istituto Istruzione Primario,Primaria - Pezzani,Via Martinengo,36,MILANO,F205,MILANO,20139,087,0288446790,Ordinaria,SI,MIIC8DU005,MIIC8DU005,Pezzani,"Via Martinengo, 36",F205,MILANO,20139,087,Statale,1162,384,3,Primo ciclo,Istituto Comprensivo,,Non montano,02 88446822,02 88446823,0256818267,miic8du005@istruzione.it,miic8du005@istruzione.it,miic8du005@pec.istruzione.it,miic8du005@pec.istruzione.it,15146,45.44268056,9.22812299,"(45.44268056, 9.22812299)"
MI,MIEE8E501N,Istituto Istruzione Primario,Primaria - via Don Milani,Via Don Milani,,,C523,CERNUSCO SUL NAVIGLIO,20063,058,,Ordinaria,NO,MIIC8E500G,MIIC8E500G,"IC di Cernusco Sul Naviglio, Via Don Milani","Via Don Milani, 4",C523,CERNUSCO SUL NAVIGLIO,20063,058,Statale,1699,408,5,Primo ciclo,Istituto Comprensivo,,Non montano,029240230,029249545,,segreteria@smscernusco.it,,,miee23700t@pec.istruzione.it,15070,45.51715145,9.32494414,"(45.51715145, 9.32494414)"
MI,MIMM8EB015,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado -  Leonardo da Vinci,Via Varzi,13,,A389,ARESE,20020,067,,Ordinaria,SI,MIIC8EB004,MIIC8EB004,Europa Unita,"Via Varzi, 13",A389,ARESE,20020,067,Statale,1021,338,4,Primo ciclo,Istituto Comprensivo,,Non montano,0293583110,029385608,0293583153,miic8eb004@istruzione.it,,,miic8eb004@pec.istruzione.it,15009,45.55517542,9.06402569,"(45.55517542, 9.06402569)"
MI,MIMM8EE01L,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado -  Montale,Via Verdi,,,A940,BOLLATE,20021,066,,Ordinaria,NO,MIIC8EE00G,MIIC8EE00G,M. Montessori,"Via Montessori, 10",A940,BOLLATE,20021,066,Statale,1010,313,3,Primo ciclo,Istituto Comprensivo,,Non montano,023502856,0233300186,,miee33600v@istruzione.it,,miee33600v@pec.istruzione.it,mimm64400b-01@pec.istruzione.it,15027,45.5475178,9.11131123,"(45.5475178, 9.11131123)"
MI,MIAA8EB022,Scuola dell'Infanzia,Infanzia - Rodari,Via Matteotti,33,,A389,ARESE,20020,067,,Ordinaria,NO,MIIC8EB004,MIIC8EB004,Europa Unita,"Via Varzi, 13",A389,ARESE,20020,067,Statale,1021,75,4,Primo ciclo,Istituto Comprensivo,,Non montano,0293583110,029385608,,miic8eb004@istruzione.it,,,miaa23302b@pec.istruzione.it,15009,45.55805204,9.07648706,"(45.55805204, 9.07648706)"
MI,MIMM8EC011,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - S.Pellico,Via Col di Lana,13,,A389,ARESE,20020,067,,Ordinaria,NO,MIIC8EC00X,MIIC8EC00X,IC di Arese,"Via dei Gelsi, 1",A389,ARESE,20020,067,Statale,1143,412,4,Primo ciclo,Istituto Comprensivo,,Non montano,029382631,029384724,0293583684,icaresegelsi@virgilio.it,miic8ec00x@istruzione.it,ddsarese@legalmail.it,miic8ec00x@pec.istruzione.it,15009,45.55152855,9.07970037,"(45.55152855, 9.07970037)"
MI,MIAA8E401L,Scuola dell'Infanzia,Infanzia - via Dante,Via Dante,,,C523,CERNUSCO SUL NAVIGLIO,20063,058,,Ordinaria,NO,MIIC8E400Q,MIIC8E400Q,"IC di Cernusco Sul Naviglio, Piazza UnitÃ  d'Italia","Piazza UnitÃ  d'Italia, 4",C523,CERNUSCO SUL NAVIGLIO,20063,058,Statale,1474,262,3,Primo ciclo,Istituto Comprensivo,,Non montano,0292241210,0292243061,,smsic@tin.it,miee11200l@istruzione.it,,miee11200l@pec.istruzione.it,15070,45.52791153,9.33747608,"(45.52791153, 9.33747608)"
MI,MIEE8DR01A,Istituto Istruzione Primario,Primaria - P. Sottocorno,Via Monte Piana,11,MILANO,F205,MILANO,20139,087,02510643,Ordinaria,SI,MIIC8DR008,MIIC8DR008,Sottocorno,"Via Monte Piana, 11",F205,MILANO,20138,087,Statale,561,387,2,Primo ciclo,Istituto Comprensivo,,Non montano,0288446556,02510193,02510193,miic8dr008@istruzione.it,miic8dr008@istruzione.it,miic8dr008@pec.istruzione.it,miic8dr008@pec.istruzione.it,15146,45.43045009,9.24691892,"(45.43045009, 9.24691892)"
MI,MIEE8DX01P,Istituto Istruzione Primario,Primaria - Cinque Giornate,Via Mugello,5,MILANO,F205,MILANO,20137,084,027384935,Ordinaria,SI,MIIC8DX00L,MIIC8DX00L,CInque Giornate,"Via Mugello, 5",F205,MILANO,20137,084,Statale,780,535,2,Primo ciclo,Istituto Comprensivo,,Non montano,027384935,027491421,02715696,miic8dx00l@istruzione.it,miee06800q@istruzione.it,miic8dx00l@pec.istruzione.it,miic8dx00l@pec.istruzione.it,15146,45.461465,9.2236725,"(45.461465, 9.2236725)"
MI,MIMM8E8014,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Folletta,Via Vivaldi,,,A010,ABBIATEGRASSO,20081,072,,Ordinaria,NO,MIIC8E8003,MIIC8E8003,"IC di Abbiategrasso, Via Colombo","Via Colombo, 10",A010,ABBIATEGRASSO,20081,072,Statale,1095,196,6,Primo ciclo,Istituto Comprensivo,,Non montano,0294960625,0294960625,,miee349034@istruzione.it,,miee349034@pec.istruzione.it,mimm660009-02@pec.istruzione.it,15002,45.39990634,8.92462585,"(45.39990634, 8.92462585)"
